IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.251.74.226,80,false,LAX,North America,Los Angeles,180 ms,105 kB/s
47.243.107.148,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,100 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,78 ms,91 kB/s
47.243.107.148,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,84 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,68 kB/s
47.243.107.148,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,36 kB/s
47.57.14.118,80,false,SJC,North America,San Jose,69 ms,33 kB/s
47.57.13.107,80,false,HKG,Asia Pacific,Hong Kong,75 ms,20 kB/s
47.243.107.148,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,17 kB/s
47.243.90.180,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,2 kB/s
47.243.169.63,80,false,HKG,Asia Pacific,Hong Kong,58 ms,2 kB/s
8.217.207.60,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,248 ms,0 kB/s
8.219.106.156,2052,false,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
8.210.146.108,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,224 ms,0 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,251 ms,0 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,294 ms,0 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,242 ms,0 kB/s
47.243.74.220,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,242 ms,0 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,243 ms,0 kB/s
8.219.163.195,80,false,SIN,Asia Pacific,Singapore,217 ms,0 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,246 ms,0 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,278 ms,0 kB/s
8.219.163.195,2052,false,SIN,Asia Pacific,Singapore,222 ms,0 kB/s
47.243.139.243,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,235 ms,0 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,225 ms,0 kB/s
8.210.156.6,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,238 ms,0 kB/s
47.243.91.58,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
8.218.204.128,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.76.77.103,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.217.193.25,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.210.175.109,80,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,241 ms,0 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,223 ms,0 kB/s
8.210.3.24,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
8.217.193.25,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.217.164.10,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
8.217.91.121,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.2.181,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,0 kB/s
47.242.252.237,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.174.118,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.242.252.237,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.242.252.237,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,219 ms,0 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,252 ms,0 kB/s
8.210.192.93,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.245.126.151,8080,false,SIN,Asia Pacific,Singapore,233 ms,0 kB/s
8.210.207.214,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.76.146.1,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.146.1,80,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
47.245.102.52,8880,false,SIN,Asia Pacific,Singapore,242 ms,0 kB/s
8.210.34.188,8880,false,HKG,Asia Pacific,Hong Kong,71 ms,0 kB/s
8.210.34.188,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.77.103,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.210.245.224,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.245.118.70,2052,false,SIN,Asia Pacific,Singapore,235 ms,0 kB/s
